% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Feed__std,% Silica Feed__std,Starch Flow__std,Amina Flow__std,Ore Pulp Flow__std,Ore Pulp pH__std,Ore Pulp Density__std,Flotation Column 01 Air Flow__std,Flotation Column 02 Air Flow__std,Flotation Column 03 Air Flow__std,Flotation Column 04 Air Flow__std,Flotation Column 05 Air Flow__std,Flotation Column 06 Air Flow__std,Flotation Column 07 Air Flow__std,Flotation Column 01 Level__std,Flotation Column 02 Level__std,Flotation Column 03 Level__std,Flotation Column 04 Level__std,Flotation Column 05 Level__std,Flotation Column 06 Level__std,Flotation Column 07 Level__std,rows_per_timestamp,hour,dayofweek,day,month,elapsed_hours,high_silica_risk
53.540000000000006,18.74,1536.9188505555562,500.67898888888885,400.01365555555554,9.59240311111111,1.6823355555555557,176.34280359435277,184.87540892193445,188.49562004950556,296.09685733423333,298.8597282171589,250.63486666666665,249.90230555555556,799.4918944444445,800.6732999999999,799.6428666666666,456.6230333333333,449.6576333333333,600.2585444444444,602.3070444444444,0.0,0.0,903.4865941316726,10.712230848162198,3.793720380550265,0.03283963325835417,0.013277504209175867,0.04268916855084217,0.8437339598708844,0.8880910589007571,0.08812093033202956,0.3028139951691168,4.3031125665034615,1.019453928429995,11.350933218363458,10.734410857869923,8.648499574685399,28.551547689301252,15.489086226508723,8.457157241927764,9.88335977389506,180,8,4,28,4,1183.0,1
58.18999999999999,10.84,3334.8656666666666,510.61023888888883,400.4606888888889,9.415203277777778,1.677649863048889,249.96702222222223,250.06092222222222,250.05802777777777,295.096,306.4,250.05781111111114,250.05261666666667,485.78093333333334,500.4062333333334,471.5846722222222,450.13807222222226,452.2929111111111,453.40069444444447,452.9579111111111,0.0,0.0,129.90856609383218,54.652590073515434,5.210232581903537,0.0425302260075853,0.07801502663361214,0.5031296271622325,2.889136128971499,1.2684614408826853,0.0,0.0,0.4990449744694412,0.5374672835004322,102.10367448255718,112.54757225435651,72.09409139734838,38.084145577921795,42.17718918987804,17.12443472679294,41.188424070266386,180,20,1,14,3,115.0,0
64.03,6.26,4195.784837711111,559.6712944444445,400.8555777777778,10.340786666666666,1.6789891666666668,250.18938333333332,249.96593888888887,250.01728888888888,293.46460925450003,288.46467138445774,250.35634444444443,250.01007777777778,405.70823333333334,400.0864833333333,399.79743333333334,502.7864388888889,501.77905000000004,348.4650555555555,504.1985833333333,0.0,0.0,1060.1789387597735,11.67234915692132,4.8880331263147765,0.03484442152068444,0.012738472604890866,0.9850316987285248,2.815466872994984,0.9297800844458293,0.036866733590663704,0.04516812148334563,3.9963633236595717,2.2207502122169727,19.755117220074634,10.625336990982653,10.419450568847987,22.165361375143647,12.021240226400657,6.284700789945037,16.779100596964565,180,19,5,10,6,2226.0,0
64.03,6.26,3161.8036111111114,529.0267666666666,399.58018888888887,9.879726555555555,1.6574887777777778,300.0016722222222,300.47738888888887,299.85709444444444,299.93376666666666,299.9249388888889,300.2435388888889,299.91318333333334,449.6226222222222,448.8521222222222,449.9953277777778,351.04051111111113,350.8209166666667,346.20140555555554,351.2882333333333,0.0,0.0,350.2720680410266,18.943807220625576,4.078898459400379,0.021785527059194742,0.01153533901902981,0.4139878531572291,3.771984198430573,1.7017151991029633,0.7667999021909195,1.118930045295692,3.542884468847204,0.8677129676146664,8.563372742322416,9.569910318664649,5.072512733493195,13.207435290391432,8.923074294506234,53.59546237018964,12.797423768130487,180,19,4,19,5,1698.0,0
55.09,16.25,1660.012618888889,532.3413833333333,399.9148666666667,9.828084777777777,1.736338,250.22089444444444,250.21646111111113,250.09141666666667,295.096,306.4,250.14115555555557,249.91612777777777,800.6011111111112,800.3037388888889,801.0914277777778,402.00423888888895,402.62005555555555,403.62527222222224,400.91485,0.0,0.0,659.1426617239614,20.486700013063864,3.3637460209316252,0.06053310103163646,0.02070272709894382,1.0917325705156398,3.0998656249799206,1.0536511908333102,0.0,0.0,1.0296264523398866,0.7748543592942478,9.942091590186358,11.679802452840375,11.903955073387527,15.855876994338692,8.55988425526771,51.047023248485814,11.555481840271021,180,2,3,6,4,649.0,0
55.53,13.32,1751.2709608953016,296.08002361177,384.8562713437989,9.847073179987222,1.6663400450933332,299.8166333333333,300.15043333333335,299.8573944444444,299.91287222222223,300.11996666666664,299.86192777777774,299.6126444444444,698.3990698453617,572.3594659090905,746.0081815628206,644.4445678085417,639.8907812265334,601.8754485128734,641.3508363970589,0.0,0.0,5.345123444776028,2.1356300781969755,0.22245435590713572,0.01211637502035683,0.001940298393299575,1.0984636184740433,2.6921932180535117,1.6542098969908468,0.9984613330884856,1.9192244119261574,0.6608248467765819,2.535913520743839,10.877441545480893,16.10191929956705,8.242302754121091,0.12679294049653986,0.49949926932607835,4.696763588707551,0.9778931532601597,180,7,3,17,8,3846.0,0
54.3,20.14,2178.594888888889,518.8403277777778,399.8891277777778,9.325579555555555,1.7082693333333332,200.13487222222224,194.89250555555554,199.89650555555556,295.096,306.4,249.99006111111112,250.09207777777777,800.2393500000001,800.0833833333332,800.7352222222222,443.69773333333336,446.67332777777773,450.36035,447.70459999999997,0.0,0.0,252.50971735864573,14.602705186913056,3.857730544749733,0.10799861391509162,0.015384212600368465,0.5857239493003177,2.7289550900120094,1.096114356854462,0.0,0.0,0.46749915227361666,0.6176178650945483,8.380797052041057,7.066261529483304,8.698492229854535,80.38311315337874,10.919473875619632,7.881062425893692,33.39563683004779,180,3,4,31,3,506.0,0
58.959999999999994,8.82,2340.29375138889,523.1287277777778,406.6384194444445,9.539411944444444,1.6252143333333335,299.78470555555555,299.19632777777775,299.92768333333333,300.6910889965867,303.78284124710996,349.7042583333333,304.5793791666666,400.91869999999994,401.84072777777783,399.1029611111111,349.9289722222222,349.81538333333333,351.0172166666667,351.47984444444444,0.0,0.0,982.4647457564193,24.23451667464538,8.073333716940262,0.10371831193776349,0.023303246247393584,0.5094384129959111,11.120149215416012,1.5579915684945187,0.052733351216336564,0.010223845997213358,10.212327704037547,42.97379259617996,11.605252933190787,66.13624718411086,8.451220166582043,55.09015364033663,13.990130910067757,37.512154267098694,38.810582346517336,180,5,3,7,9,4348.0,0
64.03,6.26,2171.1452876956223,441.5742512246128,396.90516181286506,9.736006166666666,1.631861703703889,299.94350555555553,300.1928555555556,299.8507666666667,299.9732388888889,299.89227222222223,299.8359888888889,299.92721666666665,681.6021502976189,721.9702137513756,845.4729148648644,496.4494555555556,495.38086666666663,502.4286388888889,500.9882666666667,0.0,0.0,1200.4853051535304,85.02860617970636,7.172458182184511,0.03368407274918059,0.04459373057035888,0.4741838895199338,3.3816467801653194,1.738524080618065,0.7852462909027585,1.0145508958842469,0.2408350977764433,1.34361414052217,232.60499105972485,157.13086169199812,7.907719769061983,33.34850679187937,66.88632386705738,35.68989488446334,37.0048487185726,180,10,6,11,6,2241.0,0
55.78,12.85,2588.6261055555556,431.23345555555557,400.9524555555555,10.693606666666668,1.543399903508889,299.9815277777778,300.05155,299.87087777777776,299.94762777777777,299.59765555555555,299.9050222222222,299.5713333333333,400.7533666666667,397.9460388888889,399.1835333333333,411.8181111111111,401.81848333333335,398.99237777777773,405.57310555555557,0.0,0.0,1135.1894617137625,19.015617528267605,3.5999784464203644,0.029236469995159175,0.021081068753133578,1.3727717963244788,12.488800525215018,1.2884773815785457,1.0837302043844022,1.558886184720848,4.8977986528593265,5.8048306301256,10.882527832315024,48.20196336960351,20.559626155107424,72.32560143390819,38.914539588475876,19.131334613419348,41.40336473410738,180,23,0,3,7,2782.0,0
64.03,6.26,4393.804405555556,531.0625388888889,400.72454999999997,9.979122055555555,1.6956464444444446,299.86614444444444,300.22641111111113,299.9509111111111,299.9828166666667,300.1069444444444,299.98147777777774,299.6878277777778,400.17466666666667,398.0956166666666,398.8575333333333,405.17823888888887,405.3512,408.23970555555553,406.6508277777778,0.0,0.0,646.9439439957315,22.79822853848382,3.668428118228711,0.1054196324415343,0.02801090870084245,2.0224086440628803,3.357988011673548,1.3844022147117327,1.087461133277367,0.8903345670915105,3.3684351352842183,1.3720791839417426,14.078202249103633,19.691128276537533,13.710142653200641,41.38923313527645,47.01361553580929,52.65997748350547,64.44865067976646,180,13,4,9,6,2196.0,0
54.49,17.24,2932.1748888888887,471.92075,379.31207199312774,8.75499976155,1.6847988333333332,299.9481166666667,299.58362222222223,299.8977722222222,299.9303722222222,299.96498333333335,300.07351111111115,300.2191833333333,400.55681666666663,407.51913796296276,399.92171666666667,350.03072777777777,347.76688333333334,400.9320055555555,398.55105,0.0,0.0,215.34347659672753,35.374691960790756,2.080663330465796,4.64626297460267e-06,0.01568708836644597,0.702153586198278,8.601412215545087,1.6492561246768025,0.7672298513378837,1.4375292092684733,6.0933348062442585,11.816750056816707,9.22955007238224,46.62159616719613,43.42643183032846,60.77579791302443,21.021380865488936,39.579729838432485,48.79682915236684,180,0,2,30,8,4151.0,0
54.58,15.38,2016.0854,426.8073166666666,400.3486277777778,9.803023277777779,1.5808525,299.89180555555555,299.32747777777774,299.9061388888889,299.90990555555555,299.62696111111114,299.6186611111111,300.07854444444445,450.1730111111111,450.45448888888893,449.57574444444447,349.92085,349.7977888888889,350.2620777777778,350.4226722222222,0.0,0.0,253.62209511431257,31.00666499596407,3.104763454991467,0.10406395690915085,0.04075781929172201,0.5171942263279218,3.7129650946313055,1.7049599759521503,0.5920429010095583,2.1881102459628887,4.7289009319336825,1.1555725243946426,8.02160530552671,11.27170258828567,7.866350998696369,16.62121259798755,8.074178860890713,20.05429099787084,13.516504328589681,180,19,4,28,4,1194.0,0
59.379999999999995,8.1,3534.812493333333,566.4888333333333,399.66746666666666,9.868730777777778,1.6905569999999999,299.92971666666665,299.55145,299.93926666666664,299.8723111111111,299.7623111111111,299.9202888888889,299.8569444444444,398.7069277777778,402.2749333333333,399.9753444444445,351.0291722222222,349.7157888888889,353.18565555555557,351.4168055555556,0.0,0.0,435.19016860852435,35.74574652388725,4.042558454741254,0.04973840027199826,0.04082613428920181,0.6517376284893208,3.672816555111347,1.4957151377629812,1.2085263077580104,1.7972748330269686,0.6941679550919554,3.303267252487749,13.081065984438293,21.41209918055157,7.073702499259119,37.49531714729048,29.483884523016034,27.435168722993776,48.02623556385002,180,21,4,14,7,3044.0,0
49.93,22.49,1889.8456929566055,477.4331333333334,399.60493888888885,9.1231505,1.6788182777777778,299.96323333333333,299.99695,299.9010666666667,299.90625,299.6399333333333,299.6126333333333,300.4050888888889,400.39930555555554,399.02071111111115,400.1209611111111,400.44355,399.01823333333334,392.69460555555554,399.52345555555553,0.0,0.0,1146.1080969720372,12.808061437755999,3.6186630283754955,0.05841759081793744,0.015716504517741068,1.56854639395844,4.877350728138969,1.4808573252605308,0.879478954804747,2.035098590568345,9.40715626525301,4.069263938749844,11.066450233374155,18.940057375687143,10.379899638437891,26.813785035411875,17.705412691886067,78.49862124942754,27.88554746286292,180,0,4,23,6,2519.0,0
56.65,13.989999999999998,1297.4142027777793,530.6663592592595,398.98218870967725,9.536694166666667,1.7190481407405556,250.13355555555557,249.20541666666665,250.20069999999998,295.096,306.4,250.16558333333333,250.0481333333333,604.6958111111111,620.0228166666667,619.1933226145306,402.24191666666667,397.7219777777778,498.1723694444444,375.97122222222225,0.0,0.0,1140.247677741637,22.487714317339783,3.3975766634646454,0.0955467880550621,0.04324617084073722,0.39241987465556716,2.969488945696058,1.1639785884819573,0.0,0.0,0.8394153446496717,1.309421837640137,29.180497776347654,34.536761094757956,307.66394843519487,82.88018987957452,57.17205481536074,139.38460094513482,113.40601048550442,180,3,1,4,4,602.0,0
64.03,6.26,3634.1955453030323,519.7508,399.3819666666667,9.877613333333333,1.7083675555555558,249.9619777777778,249.6583777777778,249.95459444444444,299.8503277777778,299.66426666666666,299.67379444444447,299.83082777777776,449.77157222222223,449.9620722222222,452.59402222222224,351.38415,350.4826777777778,350.2162111111111,348.83512777777776,0.0,0.0,1388.7402882193671,11.928562309478632,3.6803050943879443,0.026678279408951632,0.013518336749361353,1.181974369695591,3.355105261067,0.8786087657783004,0.6618553369175014,1.5095760795667208,0.9606063229787416,0.672099272020611,9.036239312426972,14.284164741664325,11.315091173568732,19.76167179007412,18.545427238916623,55.68460780313323,33.958689481000384,180,15,5,13,5,1550.0,0
64.03,6.26,3584.3644166666663,456.33642777777777,400.4983277777777,10.211419444444443,1.6465410555555555,300.0001277777778,300.18702777777776,299.95596666666665,299.89355,299.7179611111111,299.93358333333333,299.77602222222225,600.8032833333333,600.20055,599.3389722222222,504.31791111111113,505.5419611111111,499.96541111111117,503.32917222222227,0.0,0.0,410.1960794044839,16.122358804202708,3.5456759061497345,0.06055163737323948,0.02145446908888209,0.39954333697020744,3.637200781783458,1.409995945226633,1.0612231898196929,2.3659219047970916,0.2123817808413443,1.5703219590458941,9.618071604060425,12.09946096975442,5.4768378208501876,18.554070915476835,28.382594118650303,24.774697106521337,30.537652074816773,180,6,3,1,6,1997.0,0
64.03,6.26,3202.010940666667,572.2070972222222,400.7152805555555,10.171988888888889,1.707701611111111,299.86513333333335,250.43505555555555,299.8002,299.9911833333333,300.8705,300.02790555555555,299.6887277777778,633.818386651145,404.98978055555557,413.74216111111116,333.7617635111111,409.1376833333333,349.4006166666667,349.58035,0.0,0.0,763.6529786653746,56.51509121758488,4.748420154513359,0.06441355437836294,0.024577864556039417,1.0142345849621788,2.821875410121239,1.5122124093893377,0.9348713665228994,2.4331145826331966,2.928054195948841,1.4893374620598987,84.20769792183384,66.20251577309254,51.02468638426828,88.73257671667737,63.66779696181354,12.124891382915544,53.082247026855335,180,17,2,7,6,2152.0,0
